SOMOS NUVEM DO BRASIL SERVICOS DE INTERNET LTDA




Date/Time,Log Level,Script,Deployment ID,User,Title,Detail
22/07/2026 23:32:37,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,send(),"result string: {""success"":false,""message"":""Ocurrió un error inesperado al enviar la transacción hacia FACELE, detalles: Se produjo un error de búsqueda: Record 'job' was not found."",""folio"":57327,""pdf"":""""}"
22/07/2026 23:32:37,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,send(),result: [object Object]
22/07/2026 23:32:37,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,sendMail,Inicio sendmail
22/07/2026 23:32:37,ERROR,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,send(),"Estado: false - Error: Ocurrió un error inesperado al enviar la transacción hacia FACELE, detalles: Se produjo un error de búsqueda: Record 'job' was not found."
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,generacionFechaFolioDTE,returnObtieneDTE: <TEDversion=&quot;1.0&quot;><DD><RE>76486150-7</RE><TD>33</TD><F>57327</F><FE>2026-07-22</FE><RR>96867130-8</RR><RSR>ADMINISTRADORADETARJETASSERVICIOSFIN</RSR><MNT>77078111</MNT><IT1>416-ConsumptionOnDemandcl</IT1><CAFversion=&quot;1.0&quot;><DA><RE>76486150-7</RE><RS>SUPERSOFTWARESPA</RS><TD>33</TD><RNG><D>56927</D><H>57456</H></RNG><FA>2026-03-20</FA><RSAPK><M>26fGdYHHYhaEu1Wu0F+lUdynzWNkmj6WlyQJbTCOtQtAJfroI+JdWgr+UOlWM2778/p2E4hdaQcTe3XRhAYjsQ==</M><E>Aw==</E></RSAPK><IDK>300</IDK></DA><FRMAalgoritmo=&quot;SHA1withRSA&quot;>hQZg0IIkHmt4KMI5tkz+nYWpz+hAYZrwhoY77NDMe3vazKE+Tn6GEoe0Ej+jupkMGybcA7oBn2yF+sXTibO71w==</FRMA></CAF><TSTED>2026-07-22T16:32:20</TSTED></DD><FRMTalgoritmo=&quot;SHA1withRSA&quot;>lT7OKGy6Na0hVZl0WFnG88a9liU4ZDdxZERqsvQ5z9uItZvy1+e5gn2ySDQwbY2KfkJbf1wQRgx+rs1ha+jdbQ==</FRMT></TED>
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent,line 416 - firmaElectronicaCortadaDelXML: <TED version=&quot;1.0&quot;> <DD> <RE>76486150-7</RE> <TD>33</TD> <F>57327</F> <FE>2026-07-22</FE> <RR>96867130-8</RR> <RSR>ADMINISTRADORA DE TARJETAS SERVICIOS FIN</RSR> <MNT>77078111</MNT> <IT1>416-Consumption On Demand cl</IT1> <CAF version=&quot;1.0&quot;> <DA> <RE>76486150-7</RE> <RS>SUPER SOFTWARE SPA</RS> <TD>33</TD> <RNG> <D>56927</D> <H>57456</H> </RNG> <FA>2026-03-20</FA> <RSAPK> <M>26fGdYHHYhaEu1Wu0F+lUdynzWNkmj6WlyQJbTCOtQtAJfroI+JdWgr+UOlWM2778/p2E4hdaQcTe3XRhAYjsQ==</M> <E>Aw==</E> </RSAPK> <IDK>300</IDK> </DA> <FRMA algoritmo=&quot;SHA1withRSA&quot;>hQZg0IIkHmt4KMI5tkz+nYWpz+hAYZrwhoY77NDMe3vazKE+Tn6GEoe0Ej+jupkMGybcA7oBn2yF+sXTibO71w==</FRMA> </CAF> <TSTED>2026-07-22T16:32:20</TSTED> </DD> <FRMT algoritmo=&quot;SHA1withRSA&quot;>lT7OKGy6Na0hVZl0WFnG88a9liU4ZDdxZERqsvQ5z9uItZvy1+e5gn2ySDQwbY2KfkJbf1wQRgx+rs1ha+jdbQ==</FRMT> </TED>
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent,line 411 - xmlSplit1: <TED version=&quot;1.0&quot;> <DD> <RE>76486150-7</RE> <TD>33</TD> <F>57327</F> <FE>2026-07-22</FE> <RR>96867130-8</RR> <RSR>ADMINISTRADORA DE TARJETAS SERVICIOS FIN</RSR> <MNT>77078111</MNT> <IT1>416-Consumption On Demand cl</IT1> <CAF version=&quot;1.0&quot;> <DA> <RE>76486150-7</RE> <RS>SUPER SOFTWARE SPA</RS> <TD>33</TD> <RNG> <D>56927</D> <H>57456</H> </RNG> <FA>2026-03-20</FA> <RSAPK> <M>26fGdYHHYhaEu1Wu0F+lUdynzWNkmj6WlyQJbTCOtQtAJfroI+JdWgr+UOlWM2778/p2E4hdaQcTe3XRhAYjsQ==</M> <E>Aw==</E> </RSAPK> <IDK>300</IDK> </DA> <FRMA algoritmo=&quot;SHA1withRSA&quot;>hQZg0IIkHmt4KMI5tkz+nYWpz+hAYZrwhoY77NDMe3vazKE+Tn6GEoe0Ej+jupkMGybcA7oBn2yF+sXTibO71w==</FRMA> </CAF> <TSTED>2026-07-22T16:32:20</TSTED> </DD> <FRMT algoritmo=&quot;SHA1withRSA&quot;>lT7OKGy6Na0hVZl0WFnG88a9liU4ZDdxZERqsvQ5z9uItZvy1+e5gn2ySDQwbY2KfkJbf1wQRgx+rs1ha+jdbQ==</FRMT> </TED> <TmstFirma>2026-07-22T16:32:20-04:00</TmstFirma> </Documento> </DTE></XML></ns2:obtieneDTEResponse></S:Body></S:Envelope>
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent,line 608 - descripcion: que trae impresionProveedor false
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent,"line 608 - descripcion: entro al if estadoOperacionId_ ""1"""
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent,"line 606 - descripcion: que trae estadoOperacionId_ ""1"""
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent,"line 402 - descripcionOperacionId_: ""Proceso OK</"""
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent,"line 397 - estadoOperacion: ""1</"""
22/07/2026 23:32:36,DEBUG,CL - Conexion Directa FE (SL),CUSTOMDEPLOY_L56_CONEXION_DIRECTA_FE_ST,-Sistema-,xmlContent - xmlAprobadoAUX,"<?xml version='1.0' encoding='UTF-8'?><S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns2:obtieneDTEResponse xmlns:ns2=""http://www.facele.cl/DoceleOL/""><estadoOperacion>1</estadoOperacion><descripcionOperacion>Proceso OK</descripcionOperacion><XML><?xml version=&quot;1.0&quot; encoding=&quot;ISO-8859-1&quot;?> <DTE version=&quot;1.0&quot;> <Documento ID=&quot;DTE-33-57327-76486150-7&quot;> <Encabezado> <IdDoc> <TipoDTE>33</TipoDTE> <Folio>57327</Folio> <FchEmis>2026-07-22</FchEmis> <FmaPago>2</FmaPago> <TermPagoGlosa>Net 30</TermPagoGlosa> <TermPagoDias>30</TermPagoDias> <FchVenc>2026-08-21</FchVenc> </IdDoc> <Emisor> <RUTEmisor>76486150-7</RUTEmisor> <RznSoc>SUPER SOFTWARE SPA</RznSoc> <GiroEmis>ACTIVIDADES DE PROGRAMACIÓN INFORMÁTICA</GiroEmis> <Acteco>620100</Acteco> <DirOrigen>DEL INCA 4446 OFICINA 901</DirOrigen> <CmnaOrigen>Las Condes</CmnaOrigen> <CiudadOrigen>Santiago</CiudadOrigen> <CdgVendedor>Catalina Andrea Caceres Massara</CdgVendedor> </Emisor> <Receptor> <RUTRecep>96867130-8</RUTRecep> <RznSocRecep>ADMINISTRADORA DE TARJETAS SERVICIOS FINANCIEROS LIMITADA</RznSocRecep> <GiroRecep>ADMINISTRACION DE TARJETAS DE CREDITO</GiroRecep> <Contacto/> <DirRecep>AVDA. VITACURA 2939 PISO 14</DirRecep> <CmnaRecep>Huechuraba</CmnaRecep> <CiudadRecep>Santiago</CiudadRecep> </Receptor> <Totales> <MntNeto>64771522</MntNeto> <MntExe>0</MntExe> <TasaIVA>19</TasaIVA> <IVA>12306589</IVA> <MntTotal>77078111</MntTotal> <!--<MntTotal>77078107</MntTotal>--> </Totales> </Encabezado> <Detalle> <NroLinDet>1</NroLinDet> <CdgItem> <TpoCodigo>Interna</TpoCodigo> <VlrCodigo>416-Consumption On Demand cl</VlrCodigo> </CdgItem> <NmbItem>416-Consumption On Demand cl</NmbItem> <DscItem>Partner - SSFF - CCAI2 Commit Junio 2026</DscItem> <QtyItem>1</QtyItem> <UnmdItem/> <PrcItem>64771521.5184</PrcItem> <MontoItem>64771522</MontoItem> </Detalle> <Referencia> <NroLinRef>1</NroLinRef> <TpoDocRef>801</TpoDocRef> <FolioRef>4502008701</FolioRef> <FchRef>2026-07-22</FchRef> </Referencia> <Referencia> <NroLinRef>2</NroLinRef> <TpoDocRef>HES</TpoDocRef> <FolioRef>1002338674</FolioRef> <FchRef>2026-07-22</FchRef> </Referencia> <TED version=&quot;1.0&quot;> <DD> <RE>76486150-7</RE> <TD>33</TD> <F>57327</F> <FE>2026-07-22</FE> <RR>96867130-8</RR> <RSR>ADMINISTRADORA DE TARJETAS SERVICIOS FIN</RSR> <MNT>77078111</MNT> <IT1>416-Consumption On Demand cl</IT1> <CAF version=&quot;1.0&quot;> <DA> <RE>76486150-7</RE> <RS>SUPER SOFTWARE SPA</RS> <TD>33</TD> <RNG> <D>56927</D> <H>57456</H> </RNG> <FA>2026-03-20</FA> <RSAPK> <M>26fGdYHHYhaEu1Wu0F+lUdynzWNkmj6WlyQJbTCOtQtAJfroI+JdWgr+UOlWM2778/p2E4hdaQcTe3XRhAYjsQ==</M> <E>Aw==</E> </RSAPK> <IDK>300</IDK> </DA> <FRMA algoritmo=&quot;SHA1withRSA&quot;>hQZg0IIkHmt4KMI5tkz+nYWpz+hAYZrwhoY77NDMe3vazKE+Tn6GEoe0Ej+jupkMGybcA7oBn2yF+sXTibO71w==</FRMA> </CAF> <TSTED>2026-07-22T16:32:20</TSTED> </DD> <FRMT algoritmo=&quot;SHA1withRSA&quot;>lT7OKGy6Na0hVZl0WFnG88a9liU4ZDdxZERqsvQ5z9uItZvy1+e5gn2ySDQwbY2KfkJbf1wQRgx+rs1ha+jdbQ==</FRMT> </TED> <TmstFirma>2026-07-22T16:32:20-04:00</TmstFirma> </Documento> </DTE></XML></ns2:obtieneDTEResponse></S:Body></S:Envelope>"
